Program,Threads,CommandIndex,Command,Run,Output
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,5,$'# elapsed time (parallel_miniz): 0.873606s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,5,$'# elapsed time (parallel_miniz): 6.6107s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,5,$'# elapsed time (parallel_miniz): 1.18025s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,5,$'# elapsed time (parallel_miniz): 4.40355s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,5,$'# elapsed time (parallel_miniz): 1.00761s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,6,$'# elapsed time (parallel_miniz): 3.54903s\nExiting with Success'
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,6,$'# elapsed time (parallel_miniz): 1.01854s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,6,$'# elapsed time (parallel_miniz): 5.3658s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,6,$'# elapsed time (parallel_miniz): 0.90947s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,6,$'# elapsed time (parallel_miniz): 2.99773s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,6,$'# elapsed time (parallel_miniz): 0.74826s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,7,$'# elapsed time (parallel_miniz): 2.81164s\nExiting with Success'
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,7,$'# elapsed time (parallel_miniz): 1.53107s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,7,$'# elapsed time (parallel_miniz): 6.9197s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,7,$'# elapsed time (parallel_miniz): 1.23007s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,7,$'# elapsed time (parallel_miniz): 4.56809s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,7,$'# elapsed time (parallel_miniz): 0.800539s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,8,$'# elapsed time (parallel_miniz): 5.63371s\nExiting with Success'
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,8,$'# elapsed time (parallel_miniz): 0.75183s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,8,$'# elapsed time (parallel_miniz): 6.0449s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,8,$'# elapsed time (parallel_miniz): 0.91759s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,8,$'# elapsed time (parallel_miniz): 4.00055s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,8,$'# elapsed time (parallel_miniz): 0.24113s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,9,$'# elapsed time (parallel_miniz): 3.79693s\nExiting with Success'
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,9,$'# elapsed time (parallel_miniz): 0.83925s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,9,$'# elapsed time (parallel_miniz): 5.8647s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,9,$'# elapsed time (parallel_miniz): 1.15347s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,9,$'# elapsed time (parallel_miniz): 4.70142s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,9,$'# elapsed time (parallel_miniz): 0.856087s\nExiting with Success'
minizpar,32,1,-r\ 0\ -C\ 0\ -q\ 1\ big_files,10,$'# elapsed time (parallel_miniz): 3.55955s\nExiting with Success'
minizpar,32,2,-r\ 0\ -D\ 1\ -q\ 1\ big_files,10,$'# elapsed time (parallel_miniz): 0.85509s\nExiting with Success'
minizpar,32,3,-r\ 0\ -C\ 0\ -q\ 1\ small_files,10,$'# elapsed time (parallel_miniz): 5.4799s\nExiting with Success'
minizpar,32,4,-r\ 0\ -D\ 1\ -q\ 1\ small_files,10,$'# elapsed time (parallel_miniz): 1.28695s\nExiting with Success'
minizpar,32,5,-r\ 1\ -C\ 0\ -q\ 1\ nested_files,10,$'# elapsed time (parallel_miniz): 4.11314s\nExiting with Success'
minizpar,32,6,-r\ 1\ -D\ 1\ -q\ 1\ nested_files,10,$'# elapsed time (parallel_miniz): 0.90516s\nExiting with Success'
